Gender,Age,Annual Income ($),Spending Score (1-100),Work Experience,Family Size,Profession_Doctor,Profession_Engineer,Profession_Entertainment,Profession_Executive,Profession_Healthcare,Profession_Homemaker,Profession_Lawyer,Profession_Marketing,Cluster,PCA1,PCA2
0,33,97000.0,60,1,2,False,False,False,False,False,False,False,False,1,-24149.780968566527,20.786483216266102
1,31,74000.0,54,1,1,False,False,False,False,False,False,False,False,1,-70149.78133464912,9.68057382497194
0,59,68000.0,60,0,2,False,False,True,False,False,False,False,False,1,-82149.77810360027,20.216509289050837
1,50,18000.0,45,1,1,False,False,False,False,False,False,False,True,1,-182149.77944390458,-7.569757734291757
0,47,95000.0,41,14,2,False,False,False,False,False,False,False,False,1,-28149.779965128757,-18.02673816476976
1,51,71000.0,50,9,4,False,False,False,False,True,False,False,False,1,-76149.7791846966,0.5520382239165045
0,69,8000.0,46,8,2,True,False,False,False,False,False,False,False,1,-202149.77722619983,-6.401980773758364
1,27,57000.0,51,1,3,False,False,False,False,False,False,False,False,1,-104149.78179859018,4.4860124948666495
0,53,89000.0,46,1,6,False,False,False,False,False,False,True,False,1,-40149.779279308284,-8.127335306210854
0,70,84000.0,56,0,2,False,False,False,False,False,False,False,False,1,-50149.77712628629,11.031751813003797
0,19,50000.0,55,9,2,False,False,False,False,False,False,False,False,1,-118149.78237380198,13.151962003143009
1,67,50000.0,52,0,3,False,False,False,False,False,False,True,False,1,-118149.7774720815,4.347835720053407
1,54,48000.0,59,1,2,False,False,False,False,False,False,True,False,1,-122149.7785941791,19.176779450609967
0,63,63000.0,51,7,2,False,False,False,False,False,False,True,False,1,-92149.77788402693,2.1176947302869387
0,18,9000.0,59,0,2,False,False,True,False,False,False,False,False,1,-200149.78233181708,22.623086582358997
1,43,3000.0,50,0,2,True,False,False,False,False,False,False,False,1,-212149.77996579735,3.3463976374662074
1,68,82000.0,48,8,4,False,False,False,False,False,False,False,False,1,-54149.77749011079,-4.817935565097212
0,19,81000.0,59,0,4,False,False,False,False,False,False,False,False,1,-56149.78244789355,20.155700378098874
1,32,97000.0,47,2,2,False,False,False,False,False,True,False,False,1,-24149.78153731264,-5.147551237359227
0,70,91000.0,55,8,2,False,False,False,False,True,False,False,False,1,-36149.77706660171,8.758294977921775
1,47,9000.0,42,8,2,False,False,True,False,False,False,False,False,1,-200149.7797312498,-13.12396525343972
1,60,44000.0,49,0,5,False,False,False,False,False,False,False,False,1,-130149.77829382096,-1.0355257564118325
1,60,10000.0,56,8,4,False,False,False,False,True,False,False,False,1,-198149.77781288174,14.054601337865524
0,59,89000.0,47,0,4,False,False,False,False,False,False,False,False,1,-40149.77863273364,-6.47652635964997
0,26,49000.0,54,0,3,False,False,False,False,False,True,False,False,1,-120149.78178378925,10.814071010173276
1,45,67000.0,53,0,2,True,False,False,False,False,False,False,False,1,-84149.77985544835,7.087347281353601
0,40,99000.0,48,4,3,False,False,False,False,False,False,False,False,1,-20149.780612079936,-3.701789710441762
1,23,97000.0,52,2,2,False,True,False,False,False,False,False,False,1,-24149.782317120375,5.382485720318272
0,57,52000.0,51,0,4,False,False,False,False,True,False,False,False,1,-114149.77857665165,2.874213970023515
0,38,61000.0,55,6,3,False,False,False,False,True,False,False,False,1,-96149.78041286077,11.669617955279332
0,67,120000.0,41,8,1,False,False,False,False,False,False,False,False,0,21850.22200759215,-20.017756741214193
1,46,34000.0,44,8,4,False,False,True,False,False,False,False,False,1,-150149.77983109892,-9.903948571363577
1,21,24000.0,57,1,3,False,False,False,False,False,False,False,True,1,-170149.78211102053,17.938954455191382
0,48,31000.0,46,7,5,False,False,False,False,True,False,False,False,1,-156149.77953975214,-5.9219351625033845
1,55,11000.0,58,0,3,False,False,False,False,False,False,False,False,1,-196149.77840650434,18.35823051898903
1,22,55000.0,55,5,2,False,False,False,False,False,False,False,False,1,-108149.7821294554,12.827386898868173
1,34,76000.0,60,7,3,False,False,True,False,False,False,False,False,1,-66149.78069320806,21.398066214102737
1,50,56000.0,46,0,2,True,False,False,False,False,False,False,False,1,-106149.77953999084,-6.835990762393717
1,68,46000.0,55,0,3,False,False,True,False,False,False,False,False,1,-126149.77724160996,10.420395685936068
0,18,36000.0,41,1,4,False,False,False,False,False,False,False,False,1,-146149.78304920712,-14.270935248496103
0,48,88000.0,49,1,2,False,False,False,False,False,False,False,False,1,-42149.7797359542,-1.794022292244346
1,40,31000.0,40,1,2,False,False,True,False,False,False,False,False,1,-156149.78073184373,-17.406011576935295
1,32,24000.0,42,0,1,False,False,False,False,False,False,False,False,1,-170149.78151528147,-12.693117201955157
0,24,80000.0,52,10,1,False,False,False,False,False,False,False,False,1,-58149.78204239782,5.851935081922203
1,47,2000.0,47,0,1,False,False,False,False,False,False,False,False,1,-214149.77965311325,-2.853650669131653
1,27,67000.0,50,0,2,False,False,False,False,False,False,False,False,1,-84149.78189223558,2.1592336280640083
0,48,58000.0,42,1,2,True,False,False,False,False,False,False,False,1,-102149.77989204731,-14.785953525406489
0,20,80000.0,49,3,3,False,True,False,False,False,False,False,False,1,-58149.78266747365,0.12432644337368615
1,23,65000.0,41,0,4,False,False,False,False,False,False,False,False,1,-88149.78262605713,-15.530991871826663
1,49,4000.0,48,1,7,False,False,False,True,False,False,False,False,1,-210149.77934170247,-1.0532871787671034
0,67,98000.0,59,0,3,False,False,False,False,False,False,False,False,1,-22149.777375540416,16.738362868847933
0,26,52000.0,55,0,5,False,False,False,True,False,False,False,False,1,-114149.78173936036,12.710474621285957
0,49,86000.0,56,10,2,False,False,False,False,True,False,False,False,1,-46149.7792311627,12.161581881411312
1,21,82000.0,42,1,2,True,False,False,False,False,False,False,False,1,-54149.78286244882,-13.983484687257022
1,66,43000.0,50,3,2,False,False,False,False,False,True,False,False,1,-132149.7775929469,0.6290037744672858
0,54,78000.0,46,1,1,False,False,False,False,False,False,True,False,1,-62149.779178971425,-7.812832689558379
0,68,13000.0,43,6,5,False,False,False,False,True,False,False,False,1,-192149.7774637781,-12.500884456190203
0,66,13000.0,48,9,3,False,False,False,False,True,False,False,False,1,-192149.7774672033,-2.399044955021541
0,65,34000.0,52,4,4,False,False,True,False,False,False,False,False,1,-150149.77756381244,4.9801391235366275
1,19,25000.0,54,0,1,False,False,False,False,False,False,False,False,1,-168149.78247048057,12.034913931374039
1,38,71000.0,42,1,5,True,False,False,False,False,False,False,False,1,-76149.78098004895,-14.629653822872719
0,19,2000.0,46,1,1,False,False,False,False,False,False,False,False,1,-214149.7826715538,-3.1952776889091226
1,18,97000.0,48,0,3,False,False,False,True,False,False,False,False,1,-24149.783019967064,-2.308089494763003
1,19,51000.0,50,8,4,False,False,False,True,False,False,False,False,1,-116149.7825578539,3.125579084233081
1,63,9000.0,43,1,1,False,False,False,False,False,False,True,False,1,-200149.77809550942,-12.03962725013739
1,49,79000.0,59,0,2,False,False,False,False,False,False,False,False,1,-60149.779247758204,18.44379735488609
1,50,87000.0,57,1,2,False,False,False,False,False,False,False,False,1,-44149.779225748294,14.113951140824046
0,27,36000.0,56,0,3,False,False,False,True,False,False,False,False,1,-146149.78155964764,15.18719058748967
1,38,50000.0,40,1,4,False,False,False,True,False,False,False,False,1,-118149.78099178991,-17.92535773774435
1,40,97000.0,58,9,4,False,True,False,False,False,False,False,False,1,-24149.7801556829,16.32965333118413
0,39,6000.0,91,1,3,False,False,False,False,True,False,False,False,1,-206149.77887810438,85.44037415484415
1,23,12000.0,29,9,2,False,False,True,False,False,False,False,False,1,-194149.7827714648,-37.79221919243831
1,31,46000.0,77,1,2,False,False,False,False,False,False,False,True,1,-126149.78039006569,56.593745487827746
0,43,89000.0,35,0,7,False,True,False,False,False,False,False,False,1,-40149.78075865948,-29.519949211466205
0,40,4000.0,95,0,2,False,False,False,False,False,False,False,False,1,-210149.77864159175,93.45084274938698
0,59,38000.0,11,0,2,False,True,False,False,False,False,False,False,1,-142149.7797984896,-76.73899330604621
0,38,64000.0,75,8,5,False,False,True,False,False,False,False,False,1,-90149.77964287525,51.539854978840225
0,47,66000.0,9,9,5,False,False,False,True,False,False,False,False,1,-86149.78108900643,-81.0087544288882
0,39,26000.0,75,0,2,False,False,False,False,False,False,True,False,1,-166149.77955479786,52.79279818070235
1,25,41000.0,34,6,4,False,False,False,False,True,False,False,False,1,-136149.78249852548,-28.872434358913495
1,31,45000.0,71,5,1,False,False,False,False,False,False,False,False,1,-128149.78055526287,44.613926158746025
0,20,89000.0,5,1,2,False,True,False,False,False,False,False,False,1,-40149.7843480387,-88.1257835261956
1,29,92000.0,88,5,5,False,False,False,True,False,False,False,False,1,-34149.78026836172,77.14226409429561
1,44,76000.0,7,5,2,False,False,False,False,False,False,False,False,1,-66149.78160322244,-85.13796354558527
0,32,85000.0,73,3,4,False,False,False,False,False,False,False,False,1,-48149.78051203023,47.22245224778888
0,19,22000.0,10,8,4,False,False,False,False,False,False,False,True,1,-174149.7839266709,-75.870665997455
1,35,15000.0,72,4,4,False,False,False,False,False,False,False,False,1,-188149.77997923587,47.37860137537355
1,57,32000.0,5,0,2,False,True,False,False,False,False,False,False,1,-154149.78021263418,-88.41400120356461
0,32,66000.0,93,0,5,False,False,False,False,False,False,False,False,1,-86149.779752063,87.85306557505291
1,28,62000.0,40,5,3,True,False,False,False,False,False,False,False,1,-94149.78205122842,-17.750883047281317
1,32,85000.0,87,1,2,False,False,False,False,False,False,True,False,1,-48149.78004671753,75.22271626893625
0,25,71000.0,12,0,5,False,True,False,False,False,False,False,False,1,-76149.78348521952,-73.82663565905128
0,28,26000.0,97,8,5,False,False,False,False,False,False,False,True,1,-166149.77978074842,97.38254097022134
0,48,52000.0,36,9,2,False,True,False,False,False,False,False,False,1,-114149.7799722295,-26.62079883548364
1,32,38000.0,74,1,1,False,False,False,False,False,False,True,False,1,-142149.78037477285,50.805373606583174
1,34,51000.0,22,7,4,False,False,False,False,True,False,False,False,1,-116149.78199324581,-53.73532783734446
0,34,90000.0,90,6,3,False,False,False,False,False,False,False,False,1,-38149.77965569156,80.90775243220871
0,43,30000.0,17,0,9,False,False,False,False,False,False,True,False,1,-158149.78120405372,-63.53589031310837
0,39,41000.0,88,0,1,False,True,False,False,False,False,False,False,1,-136149.77913702454,78.2814847916653
1,44,17000.0,20,0,2,False,True,False,False,False,False,False,False,1,-184149.78100452022,-57.15423827557248
1,38,92000.0,76,2,2,False,False,False,False,False,False,False,False,1,-34149.77981586938,52.637732946445794
1,47,80000.0,16,0,4,False,False,False,False,True,False,False,False,1,-58149.781023003474,-67.43546586662858
1,27,10000.0,89,8,4,False,False,False,False,False,False,False,True,1,-198149.78013642994,81.98521781611323
0,37,16000.0,1,1,1,False,False,False,True,False,False,False,False,1,-186149.78243986936,-94.69226173710368
1,30,87000.0,78,3,4,False,False,False,False,False,False,False,False,1,-44149.78054989219,57.27046320701304
0,34,66000.0,1,1,2,False,False,False,False,False,False,True,False,1,-86149.78291955571,-96.18546847714721
1,30,86000.0,73,3,3,False,False,False,False,False,False,False,False,1,-46149.780738413494,47.309608357922514
1,56,9000.0,35,1,1,False,False,False,False,False,False,False,False,1,-200149.77913781963,-27.61634424999665
1,29,50000.0,83,1,5,False,False,False,False,True,False,False,False,1,-118149.78037134807,68.56968775993927
0,19,35000.0,5,0,5,False,False,False,True,False,False,False,False,1,-148149.7842636313,-86.26151788724557
1,31,58000.0,93,1,5,False,False,False,False,True,False,False,False,1,-102149.7798176263,88.17481095400618
0,50,47000.0,26,0,2,True,False,False,False,False,False,False,False,1,-124149.7802423643,-46.51807878316973
1,36,54000.0,75,5,3,False,False,False,False,False,False,False,False,1,-110149.77988621127,52.010209208109885
0,42,79000.0,20,9,3,False,False,False,False,False,True,False,False,1,-60149.78128240707,-59.15326592390056
1,33,83000.0,95,0,5,False,False,False,False,False,False,False,False,1,-52149.77962878865,91.22456738194484
1,36,57000.0,27,0,3,False,False,False,False,False,False,False,False,1,-104149.78172944605,-44.022145718136684
0,32,108776.58,63,2,2,False,False,False,False,False,False,False,False,1,-596.6209900613903,26.44483814313354
0,40,69000.0,13,3,5,False,False,False,False,False,False,False,False,1,-80149.78179174986,-72.6662337341642
0,28,4000.0,75,0,2,False,False,False,True,False,False,False,False,1,-210149.78065841124,54.18100096656141
0,36,79000.0,10,0,2,False,False,False,False,False,False,True,False,1,-60149.78243410587,-78.74142340729011
0,36,99000.0,92,5,2,False,False,False,False,False,False,False,False,1,-20149.779422019303,84.4929209898894
1,52,20000.0,13,0,2,False,False,False,False,False,False,True,False,1,-178149.78041495295,-71.72330003269097
1,30,28000.0,86,3,4,False,False,False,False,False,False,False,False,1,-162149.78005987033,75.23394743508443
0,58,29000.0,15,11,1,False,True,False,False,False,False,False,False,1,-160149.77957321226,-68.43661630350614
0,27,45000.0,69,2,6,False,False,False,False,True,False,False,False,1,-128149.78105770641,40.861117867970776
0,59,86000.0,14,4,3,False,False,False,False,True,False,False,False,1,-46149.77978046468,-72.36609947835358
0,35,42000.0,90,8,1,False,True,False,False,False,False,False,False,1,-134149.7793756657,82.44361626801941
1,37,59000.0,32,7,2,False,False,False,False,False,False,False,False,1,-100149.78134996461,-34.18671250045803
1,32,61000.0,86,7,5,False,False,True,False,False,False,False,False,1,-96149.77988733194,73.99213269938882
0,46,11000.0,15,7,1,False,False,False,False,False,False,False,False,1,-196149.78085760085,-67.10210239578886
1,29,66000.0,88,4,4,False,False,False,False,False,False,False,False,1,-86149.78020553352,78.01733024901614
1,41,39000.0,39,1,1,False,False,False,False,False,False,False,False,1,-140149.78069697547,-19.731013486729427
0,30,72000.0,97,6,2,False,False,False,False,False,False,False,False,1,-74149.7797759941,95.74159613126926
1,54,14000.0,24,1,2,False,False,False,False,False,False,True,False,1,-190149.77976291743,-49.656499021716385
0,28,44000.0,68,5,3,True,False,False,False,False,False,False,False,1,-130149.78096507365,38.8249460802849
1,41,76000.0,17,8,2,False,True,False,False,False,False,False,False,1,-66149.78151290277,-64.98425116163158
1,36,95000.0,85,4,2,False,False,False,False,False,False,False,False,1,-28149.779680347627,70.63824998337742
1,34,92000.0,23,5,3,False,False,False,False,False,False,False,False,1,-34149.78213215571,-53.09396518899061
1,32,98000.0,69,8,2,False,False,False,False,False,False,False,False,1,-22149.780644884664,38.76971742372524
0,33,96000.0,8,9,2,False,False,False,True,False,False,False,False,1,-26149.782750351627,-83.17447274837417
1,38,45000.0,91,10,4,False,False,False,False,False,False,False,False,1,-128149.77897251504,84.15133499002533
1,47,8000.0,16,7,2,False,False,False,False,False,False,False,False,1,-202149.78069551845,-65.06301113880018
1,35,46000.0,79,1,3,False,False,False,True,False,False,False,False,1,-126149.7798794628,60.35303896859635
1,45,78000.0,28,0,2,False,False,False,False,False,False,False,False,1,-62149.780808257885,-43.25766710466269
0,32,4000.0,74,1,5,False,False,False,False,False,False,False,False,1,-210149.7802262289,51.935726146497615
0,32,81000.0,18,1,2,False,False,False,True,False,False,False,False,1,-56149.78256054282,-62.582713132968294
0,30,33000.0,83,4,2,False,False,False,False,False,False,False,False,1,-152149.78018859855,69.06670884584938
1,21,40000.0,10,0,3,False,False,False,False,True,False,False,False,1,-138149.78390094417,-76.54862935714061
0,34,85000.0,16,9,3,False,False,False,False,True,False,False,False,1,-48149.78230505035,-66.87482934943812
1,76,60000.0,39,4,2,False,False,False,False,True,False,False,False,1,-98149.77696713862,-22.52783116430086
1,62,63000.0,59,0,2,False,False,True,False,False,False,False,False,1,-92149.77780272151,18.206693121432327
1,63,10000.0,52,8,3,False,False,False,False,True,False,False,False,1,-198149.77764699448,5.881279979720944
1,19,55000.0,61,0,3,False,False,False,False,True,False,False,False,1,-108149.78229669633,25.023805834001426
0,46,93000.0,12,2,1,False,False,False,False,False,False,False,False,1,-32149.78131595502,-75.81306950993933
1,48,15000.0,7,0,2,True,False,False,False,False,False,False,False,1,-188149.7810459781,-83.31312771268676
1,80,39000.0,33,9,4,False,True,False,False,False,False,False,False,1,-140149.77659647306,-34.08661580435045
1,49,22000.0,92,2,1,False,False,False,False,False,False,False,False,1,-174149.77782732382,86.30948527529323
0,86,12000.0,70,2,4,False,False,False,False,False,False,False,True,1,-194149.77461337647,40.46088183429312
0,49,50000.0,82,8,1,False,False,False,False,False,False,True,False,1,-118149.77819720068,65.3520892542491
0,48,95000.0,68,2,4,True,False,False,False,False,False,False,False,1,-28149.779030725,35.94749736766033
1,46,66000.0,70,3,3,False,False,False,False,True,False,False,False,1,-86149.77906885467,41.02970986462623
0,79,20000.0,40,6,2,True,False,False,False,False,False,False,False,1,-178149.7764455888,-19.381304486941083
1,83,35000.0,99,8,2,True,False,False,False,False,False,False,False,1,-148149.7738764307,97.818069435929
1,66,71000.0,34,9,2,False,False,False,True,False,False,False,False,1,-76149.77818245067,-32.32207176533271
1,39,84000.0,33,5,3,False,False,False,False,False,False,False,False,1,-50149.78120391486,-33.1326198647632
1,95,72000.0,51,4,2,False,True,False,False,False,False,False,False,1,-74149.77453373864,-0.06794664900143133
0,43,33000.0,55,4,3,False,False,False,False,False,False,False,False,1,-152149.77981421593,12.318206174766328
1,93,93000.0,37,1,5,False,False,False,False,True,False,False,False,1,-32149.775349720756,-28.62672290202437
1,40,83000.0,48,4,1,False,False,False,False,False,True,False,False,1,-52149.780576438585,-3.164746348559543
1,78,23000.0,8,1,1,False,True,False,False,False,False,False,False,1,-172149.7778186439,-83.3670438332704
1,25,40000.0,77,5,4,False,False,False,False,False,False,False,False,1,-138149.78093493416,57.12804805697617
0,76,89000.0,86,9,4,False,False,False,False,True,False,False,False,1,-40149.77524969971,70.4335437939265
0,46,33000.0,64,1,1,False,False,False,False,False,False,False,True,1,-152149.77922576788,30.149445261815035
0,84,7000.0,28,0,4,False,False,False,False,True,False,False,False,1,-204149.77637904798,-43.20593142570498
1,67,18000.0,88,0,2,False,False,False,False,False,False,True,False,1,-182149.77605508495,77.38592180584072
1,78,3000.0,14,0,4,False,False,False,False,True,False,False,False,1,-212149.77752109818,-70.7030557328419
1,29,62000.0,34,0,4,False,False,False,False,True,False,False,False,1,-94149.78223015585,-29.78120849421832
0,91,9000.0,96,1,5,False,False,False,False,True,False,False,False,1,-200149.77312164448,92.24472304444649
0,55,37000.0,74,1,4,False,False,False,False,False,False,True,False,1,-144149.77788324255,49.46837805840953
0,92,83000.0,16,1,5,False,False,False,True,False,False,False,False,1,-52149.77619221022,-70.21517835587487
1,65,79000.0,17,0,3,False,False,False,False,False,False,False,False,1,-60149.77906515606,-66.47043356428453
1,84,40000.0,14,1,4,False,False,False,False,True,False,False,False,1,-138149.77698743372,-72.30024160193084
1,77,47000.0,58,0,6,False,False,False,False,False,False,False,False,1,-124149.77614580381,15.845300782298796
1,53,4000.0,20,0,4,False,False,False,False,False,False,False,False,1,-210149.77998066417,-57.25669357674279
1,28,38000.0,75,7,2,False,False,True,False,False,False,False,False,1,-142149.78066774423,53.01158035522688
0,23,111573.21,96,1,3,True,False,False,False,False,False,False,False,0,4996.639253971523,92.86053256451763
1,32,7000.0,16,1,2,False,False,False,False,False,False,False,False,1,-204149.7823874188,-64.1085296429652
1,37,41000.0,2,1,2,False,False,False,False,False,False,False,False,1,-136149.78247861628,-93.52864161248347
1,89,65000.0,0,0,5,False,True,False,False,False,False,False,False,1,-88149.77705472408,-101.4162093560673
0,80,20000.0,93,1,3,False,True,False,False,False,False,False,False,1,-178149.77446291473,86.53571722932635
1,27,44000.0,65,8,1,True,False,False,False,False,False,False,False,1,-130149.78115483015,32.87497900462674
1,78,3000.0,14,5,4,False,False,False,False,False,False,False,False,1,-212149.77744647424,-70.72793174917872
1,86,72000.0,13,7,3,False,False,False,False,False,False,True,False,1,-74149.77683595353,-75.5159677415466
1,46,27000.0,32,4,4,False,True,False,False,False,False,False,False,1,-164149.7803070494,-33.640421567502884
0,59,85000.0,49,4,2,False,False,False,False,False,False,True,False,1,-48149.77850372194,-2.3626588583042505
0,79,73000.0,96,6,7,False,False,False,False,False,True,False,False,1,-72149.77452784135,90.79193396197418
1,79,64000.0,64,2,3,False,False,False,False,False,False,False,False,1,-90149.77576482146,27.14721345162989
0,26,26000.0,60,6,4,False,False,False,True,False,False,False,False,1,-166149.78138839954,23.545531809481258
1,63,47000.0,16,2,3,False,False,False,False,False,False,False,False,1,-124149.77917915634,-67.29202552567587
1,52,35000.0,85,2,6,True,False,False,False,False,False,False,False,1,-148149.7777624206,71.69668275340875
1,32,31000.0,24,2,3,False,False,False,False,False,False,True,False,1,-156149.78215084953,-48.92399630748601
1,64,13000.0,38,3,4,False,True,False,False,False,False,False,False,1,-192149.77812878534,-22.24218881932793
1,37,79000.0,10,1,7,False,False,False,False,False,True,False,False,1,-60149.78226907212,-78.81187587792306
1,40,28000.0,68,1,1,False,False,False,False,False,False,False,False,1,-162149.77970487595,38.669991208305774
1,78,36000.0,79,0,3,False,False,False,False,False,False,False,False,1,-146149.77525876195,58.13853161242814
1,34,8000.0,76,6,6,False,False,True,False,False,False,False,False,1,-202149.77986895936,55.656171602820876
1,52,88000.0,39,1,2,False,False,False,False,False,False,False,False,1,-42149.7796744444,-22.022227753247655
0,94,91000.0,36,0,4,False,False,True,False,False,False,False,False,1,-36149.77529595011,-30.61168226793206
1,96,1000.0,76,0,3,False,False,True,False,False,False,False,False,1,-216149.77332502336,52.241732183373344
1,18,143000.0,99,0,2,False,False,False,False,False,False,False,False,0,67850.2186996579,98.11213182399969
1,37,18000.0,57,1,2,False,False,False,False,False,False,False,False,1,-182149.78038691042,17.190650520114705
0,78,65000.0,89,1,2,False,False,False,False,False,False,True,False,1,-88149.77498269212,77.15641274569464
0,93,95000.0,21,1,1,False,False,False,False,False,False,False,False,1,-28149.775977116395,-60.67428466854328
1,74,78000.0,12,9,3,False,True,False,False,False,False,False,False,1,-62149.77814689849,-77.01288712581938
0,68,48000.0,73,3,3,False,False,False,False,True,False,False,False,1,-122149.77654376127,46.32113577819699
1,32,63000.0,87,1,4,False,False,False,True,False,False,False,False,1,-92149.77995555518,75.95500402850413
1,43,85000.0,63,1,2,False,False,False,False,False,False,False,True,1,-48149.77974869318,26.59088660080867
1,52,43000.0,58,1,3,False,False,False,False,False,False,False,False,1,-132149.77881948417,17.462576449750618
1,63,74000.0,20,1,2,False,False,False,False,False,False,False,False,1,-70149.77914637174,-60.19104991038937
1,33,67000.0,11,0,1,False,False,False,False,True,False,False,False,1,-84149.7826873561,-76.16142877563941
0,86,59000.0,40,0,1,False,False,False,False,False,False,False,False,1,-100149.77592508841,-21.06800149794224
